Employee_Id,Department,Region,Education,Gender,Recruitment_Channel,No_Of_Trainings,Age,Previous_Year_Rating,Length_Of_Service,Awards_Won,Avg_Training_Score,Performance_Rating_Category
11301,Operations,Region_23,Bachelors,Female,Other,1,42,4,10,No,59,Excellent
49138,Sales & Marketing,Region_2,Bachelors,Male,Other,1,57,1,7,No,44,Poor
77201,Analytics,Region_2,Bachelors,Male,Sourcing,1,35,4,3,No,86,Excellent
50372,Procurement,Region_2,Masters & Above,Female,Other,1,44,3,8,No,71,Average
11699,Operations,Region_22,Masters & Above,Male,Other,2,39,3,5,No,53,Average
13191,Analytics,Region_26,Masters & Above,Male,Other,1,38,5,2,No,86,Excellent
38819,Technology,Region_2,Bachelors,Male,Sourcing,1,39,4,10,No,75,Excellent
60913,Sales & Marketing,Region_26,Bachelors,Male,Sourcing,1,52,4,18,No,49,Excellent
35232,Sales & Marketing,Region_33,Masters & Above,Male,Sourcing,1,36,3,4,No,49,Average
55953,Procurement,Region_19,Bachelors,Male,Sourcing,1,32,5,10,No,85,Excellent
4371,Legal,Region_2,Below Secondary,Male,Other,1,25,3,1,No,57,Average
33241,Procurement,Region_7,Bachelors,Male,Other,1,33,1,9,No,73,Poor
24673,Procurement,Region_15,Masters & Above,Female,Sourcing,1,45,3,4,No,74,Average
25796,Technology,Region_6,Bachelors,Female,Sourcing,1,28,1,5,No,81,Poor
26073,Sales & Marketing,Region_21,Bachelors,Male,Sourcing,1,31,3,4,No,46,Average
3939,Technology,Region_29,Bachelors,Male,Other,1,31,1,7,No,78,Poor
47690,Technology,Region_32,Bachelors,Male,Other,1,30,2,4,No,80,Poor
50382,Procurement,Region_23,Masters & Above,Female,Other,1,33,5,5,No,64,Excellent
3194,Operations,Region_3,Masters & Above,Female,Other,1,36,5,2,No,62,Excellent
2249,Analytics,Region_32,Bachelors,Female,Sourcing,1,27,3,1,No,85,Average
44391,Sales & Marketing,Region_15,Bachelors,Male,Sourcing,2,31,5,7,No,48,Excellent
9919,Analytics,Region_31,Bachelors,Male,Other,1,35,1,3,No,86,Poor
52927,Technology,Region_2,Masters & Above,Male,Other,2,55,3,2,No,82,Average
73780,Technology,Region_30,Bachelors,Male,Other,1,30,1,5,No,75,Poor
30525,Technology,Region_2,Masters & Above,Female,Referred,2,33,3,3,No,77,Average
49497,Procurement,Region_24,Masters & Above,Male,Other,1,40,2,13,No,65,Poor
65174,Legal,Region_15,Bachelors,Male,Sourcing,1,33,3,3,No,64,Average
18615,Operations,Region_7,Bachelors,Male,Other,1,57,1,17,No,62,Poor
5448,Legal,Region_2,Bachelors,Male,Other,1,37,3,3,No,55,Average
30008,Procurement,Region_30,Bachelors,Male,Other,1,36,3,10,No,72,Average
54973,Analytics,Region_34,Bachelors,Male,Other,1,27,3,1,No,88,Average
73273,Procurement,Region_26,Bachelors,Female,Other,1,38,3,5,No,69,Average
50948,Hr,Region_13,Bachelors,Female,Other,1,31,3,2,No,47,Average
59500,Operations,Region_16,Masters & Above,Male,Other,1,44,4,14,No,63,Excellent
33995,Technology,Region_22,Masters & Above,Male,Other,3,34,4,10,No,78,Excellent
17127,Technology,Region_2,Below Secondary,Male,Other,1,22,4,2,No,78,Excellent
45547,Procurement,Region_22,Bachelors,Male,Sourcing,4,29,3,6,No,68,Average
71340,Analytics,Region_20,Bachelors,Male,Sourcing,1,31,3,1,No,89,Average
9401,Procurement,Region_29,Bachelors,Male,Other,1,31,5,4,No,67,Excellent
51437,Operations,Region_7,Bachelors,Male,Other,1,29,1,8,No,59,Poor
46834,R&D,Region_11,Bachelors,Male,Other,1,31,5,2,No,86,Excellent
55749,Sales & Marketing,Region_15,Bachelors,Male,Sourcing,1,27,1,1,No,53,Poor
40831,Procurement,Region_2,Below Secondary,Male,Other,1,24,3,1,No,81,Average
16594,Technology,Region_33,Bachelors,Male,Other,1,41,5,9,No,83,Excellent
54102,Procurement,Region_7,Masters & Above,Female,Sourcing,1,38,5,7,No,74,Excellent
28006,Technology,Region_7,Masters & Above,Male,Other,1,34,2,5,No,77,Poor
20308,Procurement,Region_26,Bachelors,Female,Other,1,26,3,2,No,66,Average
71765,Sales & Marketing,Region_17,Bachelors,Male,Other,1,31,4,5,No,51,Excellent
70441,Technology,Region_5,Bachelors,Female,Other,1,28,1,3,No,83,Poor
63475,Sales & Marketing,Region_13,Masters & Above,Male,Sourcing,1,38,5,4,No,53,Excellent
68861,Sales & Marketing,Region_2,Bachelors,Male,Other,1,49,5,11,No,51,Excellent
14618,Technology,Region_2,Masters & Above,Female,Sourcing,1,54,1,18,No,78,Poor
34155,Operations,Region_27,Bachelors,Male,Other,2,33,4,8,No,57,Excellent
77370,Sales & Marketing,Region_3,Bachelors,Female,Other,1,31,1,8,No,54,Poor
38551,Finance,Region_31,Bachelors,Male,Other,1,29,3,1,No,60,Average
21915,Analytics,Region_32,Bachelors,Female,Other,1,27,1,3,No,83,Poor
43482,Analytics,Region_14,Bachelors,Male,Sourcing,1,33,5,4,No,84,Excellent
16103,Sales & Marketing,Region_2,Bachelors,Male,Other,3,24,3,1,No,53,Average
5393,Operations,Region_2,Bachelors,Female,Sourcing,2,30,5,5,No,55,Excellent
30224,Operations,Region_6,Bachelors,Male,Other,2,39,4,4,No,59,Excellent
58507,Procurement,Region_23,Bachelors,Male,Sourcing,1,31,3,4,No,70,Average
45378,Sales & Marketing,Region_31,Bachelors,Male,Other,1,32,4,3,No,43,Excellent
4094,Sales & Marketing,Region_32,Bachelors,Male,Other,1,31,3,4,No,47,Average
42226,Procurement,Region_31,Masters & Above,Male,Other,1,38,1,3,No,71,Poor
70472,Operations,Region_26,Masters & Above,Female,Other,1,33,3,9,No,55,Average
21198,Sales & Marketing,Region_11,Bachelors,Male,Sourcing,2,29,3,5,No,49,Average
48659,Technology,Region_2,Masters & Above,Male,Other,1,40,5,8,No,82,Excellent
55528,Procurement,Region_7,Masters & Above,Female,Sourcing,1,32,5,7,No,68,Excellent
13826,Sales & Marketing,Region_22,Bachelors,Male,Sourcing,1,28,4,5,No,46,Excellent
34275,Technology,Region_24,Bachelors,Male,Sourcing,1,29,3,1,No,82,Average
64561,Procurement,Region_13,Bachelors,Male,Other,1,24,3,1,No,71,Average
56351,Procurement,Region_16,Bachelors,Female,Other,1,29,5,2,No,70,Excellent
71458,Sales & Marketing,Region_11,Bachelors,Male,Sourcing,1,35,5,3,No,50,Excellent
24148,Analytics,Region_23,Bachelors,Male,Sourcing,1,26,3,1,No,85,Average
22934,Sales & Marketing,Region_2,Bachelors,Male,Sourcing,2,28,2,6,No,47,Poor
52485,Sales & Marketing,Region_25,Bachelors,Female,Sourcing,1,27,3,3,No,48,Average
40663,Sales & Marketing,Region_5,Bachelors,Male,Other,1,44,3,16,No,53,Average
73240,Finance,Region_2,Bachelors,Male,Sourcing,1,32,5,3,No,57,Excellent
59630,Sales & Marketing,Region_31,Bachelors,Male,Other,1,26,3,1,No,52,Average
61404,Procurement,Region_26,Bachelors,Male,Other,2,37,5,10,No,70,Excellent
76207,Technology,Region_15,Bachelors,Male,Other,1,31,5,4,No,83,Excellent
70032,Operations,Region_16,Bachelors,Male,Other,1,39,5,4,No,55,Excellent
2643,Analytics,Region_32,Bachelors,Male,Sourcing,2,27,3,1,No,87,Average
3077,Technology,Region_7,Bachelors,Female,Sourcing,2,43,3,9,No,79,Average
36537,Operations,Region_19,Bachelors,Female,Other,1,41,2,4,No,62,Poor
74330,Procurement,Region_2,Bachelors,Male,Referred,1,30,5,5,No,72,Excellent
5874,Technology,Region_34,Bachelors,Male,Sourcing,1,29,1,4,No,78,Poor
54681,Procurement,Region_17,Masters & Above,Female,Other,2,36,3,9,Yes,70,Average
28707,Sales & Marketing,Region_7,Bachelors,Male,Other,1,31,3,5,No,50,Average
48558,Procurement,Region_15,Masters & Above,Male,Other,1,41,5,10,No,72,Excellent
23738,Finance,Region_29,Bachelors,Male,Other,1,29,1,3,No,62,Poor
75520,Sales & Marketing,Region_31,Bachelors,Male,Other,1,46,1,11,No,50,Poor
52317,Procurement,Region_10,Masters & Above,Male,Sourcing,1,44,3,17,No,75,Average
28069,Finance,Region_28,Masters & Above,Male,Other,1,34,3,7,No,56,Average
15956,Sales & Marketing,Region_13,Masters & Above,Male,Other,1,41,3,8,No,53,Average
33814,Sales & Marketing,Region_13,Bachelors,Male,Other,3,31,3,2,Yes,48,Average
7506,Operations,Region_8,Bachelors,Male,Other,2,37,1,4,No,58,Poor
4170,Sales & Marketing,Region_15,Bachelors,Male,Sourcing,1,42,5,14,No,50,Excellent
35771,R&D,Region_22,Bachelors,Male,Referred,1,28,4,2,No,80,Excellent
39783,Technology,Region_2,Masters & Above,Female,Sourcing,2,50,5,20,No,80,Excellent
25689,Procurement,Region_7,Bachelors,Female,Other,1,29,5,2,No,70,Excellent
12586,Sales & Marketing,Region_12,Bachelors,Male,Other,1,30,1,2,No,56,Poor
13273,Technology,Region_22,Bachelors,Male,Sourcing,5,28,1,2,No,76,Poor
7709,R&D,Region_26,Masters & Above,Male,Other,1,28,3,1,No,79,Average
48329,Procurement,Region_2,Bachelors,Female,Sourcing,1,57,4,25,No,66,Excellent
52823,Procurement,Region_2,Bachelors,Male,Sourcing,1,30,4,4,No,69,Excellent
16945,Procurement,Region_22,Bachelors,Female,Other,3,25,4,3,No,69,Excellent
48129,Technology,Region_2,Bachelors,Male,Other,1,58,4,3,No,79,Excellent
62905,Sales & Marketing,Region_2,Masters & Above,Male,Other,1,32,5,4,No,42,Excellent
25411,Sales & Marketing,Region_7,Masters & Above,Male,Other,1,36,5,3,No,54,Excellent
76139,Finance,Region_2,Bachelors,Male,Sourcing,1,52,3,13,No,60,Average
12520,Sales & Marketing,Region_11,Bachelors,Female,Other,1,37,3,7,No,50,Average
29068,Sales & Marketing,Region_7,Masters & Above,Male,Sourcing,2,43,3,12,No,51,Average
12214,Procurement,Region_26,Bachelors,Male,Other,1,27,2,4,No,72,Poor
410,Sales & Marketing,Region_31,Masters & Above,Male,Sourcing,2,32,4,3,No,49,Excellent
26374,Operations,Region_16,Bachelors,Male,Other,1,27,4,2,No,59,Excellent
49409,Sales & Marketing,Region_22,Bachelors,Male,Referred,1,31,4,6,No,51,Excellent
2109,Technology,Region_7,Bachelors,Male,Other,1,30,3,5,No,78,Average
22298,Sales & Marketing,Region_9,Masters & Above,Male,Other,1,28,1,2,No,50,Poor
26103,Sales & Marketing,Region_12,Bachelors,Male,Sourcing,1,30,3,5,No,49,Average
32375,Procurement,Region_2,Masters & Above,Female,Other,1,57,4,7,No,67,Excellent
37473,Operations,Region_10,Bachelors,Female,Other,1,36,4,10,No,58,Excellent
6640,Technology,Region_2,Masters & Above,Male,Other,2,60,3,6,No,83,Average
53091,Operations,Region_15,Bachelors,Male,Sourcing,1,41,4,2,No,60,Excellent
55401,Sales & Marketing,Region_16,Bachelors,Male,Other,1,37,3,4,No,46,Average
13523,Technology,Region_15,Bachelors,Male,Sourcing,2,36,5,3,No,80,Excellent
64100,Operations,Region_22,Bachelors,Female,Other,1,31,4,5,No,64,Excellent
560,Sales & Marketing,Region_29,Bachelors,Male,Other,1,27,3,4,No,65,Average
30369,Sales & Marketing,Region_2,Masters & Above,Female,Sourcing,1,41,2,5,No,47,Poor
45996,Analytics,Region_25,Bachelors,Male,Other,1,29,3,2,Yes,94,Average
28334,Procurement,Region_13,Masters & Above,Male,Sourcing,1,37,3,7,No,70,Average
54602,Operations,Region_2,Bachelors,Female,Other,1,28,3,1,No,61,Average
42161,Operations,Region_19,Bachelors,Male,Sourcing,1,42,5,14,No,54,Excellent
71749,Operations,Region_7,Masters & Above,Male,Sourcing,2,36,5,7,No,66,Excellent
71266,R&D,Region_22,Masters & Above,Male,Sourcing,2,31,5,8,No,89,Excellent
26048,Sales & Marketing,Region_30,Bachelors,Male,Other,2,39,2,8,No,52,Poor
66655,Sales & Marketing,Region_28,Bachelors,Male,Other,3,32,5,2,No,46,Excellent
42494,Analytics,Region_32,Bachelors,Male,Other,1,35,3,2,No,86,Average
75895,Sales & Marketing,Region_1,Bachelors,Male,Other,1,31,4,6,No,50,Excellent
8188,Procurement,Region_2,Bachelors,Female,Other,4,30,1,5,No,71,Poor
26340,Operations,Region_26,Bachelors,Male,Sourcing,1,43,3,12,No,60,Average
41156,Sales & Marketing,Region_25,Bachelors,Male,Sourcing,1,28,3,1,No,50,Average
9428,Analytics,Region_5,Bachelors,Male,Sourcing,1,28,3,1,No,87,Average
49183,Legal,Region_2,Bachelors,Male,Other,1,55,3,8,No,62,Average
52100,Sales & Marketing,Region_2,Masters & Above,Male,Other,1,46,5,16,Yes,62,Excellent
51747,Sales & Marketing,Region_2,Masters & Above,Male,Sourcing,1,43,4,11,No,48,Excellent
40657,Analytics,Region_28,Bachelors,Male,Other,4,28,3,2,No,88,Average
46866,Sales & Marketing,Region_2,Bachelors,Male,Other,1,34,2,2,No,47,Poor
59623,Sales & Marketing,Region_16,Bachelors,Male,Sourcing,1,36,3,4,No,53,Average
2543,R&D,Region_11,Masters & Above,Male,Other,1,28,4,2,No,85,Excellent
4037,Procurement,Region_34,Bachelors,Male,Other,1,30,5,5,No,65,Excellent
14386,Finance,Region_4,Bachelors,Female,Other,1,34,5,5,No,69,Excellent
57343,Operations,Region_2,Bachelors,Female,Sourcing,1,40,4,11,No,61,Excellent
67459,Analytics,Region_25,Bachelors,Male,Other,1,31,4,4,No,79,Excellent
64335,Operations,Region_7,Bachelors,Female,Other,2,50,4,20,No,64,Excellent
20843,Sales & Marketing,Region_2,Masters & Above,Female,Other,1,43,5,6,No,52,Excellent
30025,Technology,Region_22,Masters & Above,Female,Other,2,35,3,3,No,79,Average
14567,Operations,Region_2,Bachelors,Female,Other,1,29,5,7,No,60,Excellent
19512,Sales & Marketing,Region_28,Bachelors,Male,Other,1,23,3,1,No,52,Average
50153,Operations,Region_8,Bachelors,Female,Other,2,28,2,5,No,64,Poor
62527,Technology,Region_13,Bachelors,Female,Sourcing,1,29,1,2,No,71,Poor
17659,Procurement,Region_7,Masters & Above,Male,Other,2,42,5,14,No,68,Excellent
58935,Finance,Region_2,Masters & Above,Male,Other,1,32,1,3,No,56,Poor
66114,Sales & Marketing,Region_22,Bachelors,Female,Other,2,26,2,3,No,51,Poor
13401,Finance,Region_2,Below Secondary,Female,Sourcing,1,25,5,2,No,63,Excellent
31474,Procurement,Region_2,Bachelors,Male,Other,1,26,3,1,No,70,Average
73823,Sales & Marketing,Region_25,Bachelors,Male,Sourcing,1,27,3,1,No,49,Average
3609,Analytics,Region_22,Bachelors,Male,Sourcing,2,32,4,7,No,86,Excellent
25240,Procurement,Region_17,Bachelors,Female,Sourcing,2,34,5,7,No,64,Excellent
17582,Procurement,Region_2,Bachelors,Male,Other,1,46,3,7,No,71,Average
42290,Operations,Region_17,Bachelors,Female,Other,1,27,4,1,Yes,58,Excellent
4287,Sales & Marketing,Region_31,Masters & Above,Male,Sourcing,1,31,3,6,No,50,Average
64925,Sales & Marketing,Region_2,Bachelors,Male,Other,2,41,1,5,No,49,Poor
57841,Sales & Marketing,Region_15,Bachelors,Male,Sourcing,4,35,1,7,Yes,52,Poor
22030,Sales & Marketing,Region_11,Bachelors,Male,Other,1,47,1,4,No,50,Poor
8909,Operations,Region_6,Bachelors,Male,Other,1,26,5,4,No,62,Excellent
27233,Operations,Region_4,Masters & Above,Female,Other,1,51,4,9,No,60,Excellent
25733,Legal,Region_2,Below Secondary,Male,Other,1,27,5,4,No,55,Excellent
6333,Procurement,Region_27,Bachelors,Male,Other,1,43,3,4,Yes,70,Average
59262,Technology,Region_8,Masters & Above,Female,Other,1,32,3,3,No,82,Average
61633,Operations,Region_7,Masters & Above,Female,Other,1,36,1,7,No,56,Poor
65282,Analytics,Region_2,Bachelors,Male,Other,1,32,4,6,No,90,Excellent
60512,Sales & Marketing,Region_27,Bachelors,Male,Other,1,31,5,10,No,52,Excellent
68904,Finance,Region_2,Masters & Above,Female,Sourcing,1,43,4,10,No,61,Excellent
29895,Sales & Marketing,Region_12,Bachelors,Male,Other,1,33,3,2,No,54,Average
23937,Operations,Region_2,Bachelors,Male,Other,1,36,1,9,No,56,Poor
43668,Operations,Region_8,Masters & Above,Male,Sourcing,1,42,3,7,No,59,Average
42032,Technology,Region_15,Bachelors,Female,Other,1,27,3,3,No,79,Average
76865,Sales & Marketing,Region_30,Bachelors,Male,Sourcing,1,33,1,3,No,49,Poor
8423,Operations,Region_27,Bachelors,Female,Other,1,32,3,2,No,60,Average
11990,Operations,Region_2,Bachelors,Female,Other,1,51,5,2,Yes,88,Excellent
56423,Operations,Region_26,Bachelors,Male,Other,2,37,3,8,No,63,Average
70567,Legal,Region_4,Masters & Above,Male,Other,1,37,5,5,No,61,Excellent
41945,Analytics,Region_2,Bachelors,Male,Other,1,40,3,11,No,84,Average
10244,Technology,Region_2,Bachelors,Male,Sourcing,1,26,4,3,No,81,Excellent
25436,Technology,Region_17,Bachelors,Male,Other,1,29,5,5,No,79,Excellent
36045,Procurement,Region_2,Bachelors,Female,Sourcing,1,31,3,2,No,94,Average
4055,Legal,Region_11,Bachelors,Male,Other,1,29,4,3,No,59,Excellent
10880,Procurement,Region_31,Bachelors,Female,Other,2,32,1,3,No,68,Poor
48406,Technology,Region_2,Masters & Above,Female,Other,1,53,4,4,No,79,Excellent
16243,Sales & Marketing,Region_13,Bachelors,Male,Sourcing,1,43,5,17,No,50,Excellent
36739,Finance,Region_6,Bachelors,Female,Sourcing,1,25,3,1,No,59,Average
63359,Procurement,Region_2,Masters & Above,Female,Sourcing,1,32,1,6,No,67,Poor
77066,Procurement,Region_33,Masters & Above,Male,Sourcing,1,38,5,10,No,72,Excellent
27096,Technology,Region_4,Bachelors,Female,Other,1,30,5,2,No,77,Excellent
68937,Sales & Marketing,Region_13,Masters & Above,Male,Other,1,39,5,13,No,51,Excellent
32975,Technology,Region_2,Masters & Above,Male,Referred,1,34,4,8,No,81,Excellent
42498,Finance,Region_2,Bachelors,Female,Other,1,25,5,3,No,65,Excellent
35097,Operations,Region_13,Bachelors,Male,Sourcing,2,31,4,7,No,59,Excellent
18993,Technology,Region_2,Bachelors,Male,Other,1,30,3,4,No,80,Average
33606,Sales & Marketing,Region_15,Masters & Above,Male,Other,1,40,5,6,No,48,Excellent
77631,Procurement,Region_6,Bachelors,Female,Sourcing,2,27,3,2,No,65,Average
57373,Technology,Region_31,Bachelors,Female,Other,1,27,3,2,No,80,Average
55069,Operations,Region_7,Bachelors,Female,Sourcing,1,32,3,5,No,60,Average
13200,Hr,Region_2,Masters & Above,Male,Sourcing,1,54,5,4,No,51,Excellent
6942,Procurement,Region_22,Bachelors,Male,Other,3,28,3,3,No,71,Average
40520,Procurement,Region_12,Bachelors,Female,Other,1,33,3,8,No,68,Average
74254,Procurement,Region_6,Bachelors,Female,Other,2,24,3,1,No,72,Average
4987,Sales & Marketing,Region_2,Bachelors,Male,Other,1,34,3,2,No,88,Average
74508,Sales & Marketing,Region_23,Bachelors,Male,Sourcing,2,27,3,1,No,51,Average
17248,Operations,Region_2,Bachelors,Female,Other,1,32,2,7,No,64,Poor
6858,Sales & Marketing,Region_17,Masters & Above,Male,Other,1,41,3,15,No,47,Average
55600,Procurement,Region_8,Masters & Above,Female,Other,1,39,4,10,No,70,Excellent
10900,Procurement,Region_27,Bachelors,Male,Other,1,31,4,7,No,72,Excellent
7890,Sales & Marketing,Region_22,Bachelors,Male,Other,2,28,3,3,No,47,Average
41939,Operations,Region_11,Bachelors,Male,Other,1,29,3,3,No,66,Average
19029,Sales & Marketing,Region_2,Masters & Above,Male,Sourcing,2,35,3,3,No,48,Average
50018,Sales & Marketing,Region_11,Bachelors,Male,Other,1,34,5,7,No,54,Excellent
34645,Finance,Region_2,Below Secondary,Male,Sourcing,1,24,3,2,No,57,Average
14443,Hr,Region_13,Bachelors,Female,Other,1,24,3,2,No,51,Average
68331,Operations,Region_2,Bachelors,Female,Sourcing,1,35,3,8,No,62,Average
60383,Operations,Region_22,Bachelors,Female,Other,1,39,5,6,No,58,Excellent
47565,Operations,Region_34,Bachelors,Male,Sourcing,1,26,5,3,No,60,Excellent
61296,R&D,Region_26,Bachelors,Male,Other,1,28,3,2,No,85,Average
17563,Analytics,Region_5,Masters & Above,Male,Sourcing,2,33,5,3,No,81,Excellent
37498,Sales & Marketing,Region_6,Bachelors,Male,Other,1,31,4,6,No,51,Excellent
25993,Procurement,Region_17,Masters & Above,Female,Sourcing,1,49,1,5,Yes,67,Poor
29829,Procurement,Region_14,Bachelors,Female,Sourcing,1,31,1,4,No,69,Poor
1155,Analytics,Region_7,Bachelors,Male,Other,1,44,3,4,No,86,Average
23148,Technology,Region_28,Masters & Above,Female,Sourcing,1,35,2,8,No,74,Poor
46379,Sales & Marketing,Region_2,Masters & Above,Female,Sourcing,1,39,4,7,No,62,Excellent
53339,Sales & Marketing,Region_7,Bachelors,Male,Other,1,34,3,4,No,49,Average
63586,Operations,Region_7,Bachelors,Female,Sourcing,1,32,4,6,No,54,Excellent
24052,Finance,Region_2,Bachelors,Male,Sourcing,1,55,3,3,No,62,Average
21953,Procurement,Region_2,Masters & Above,Female,Other,1,49,1,4,No,72,Poor
6155,Analytics,Region_31,Bachelors,Male,Sourcing,1,36,5,4,No,82,Excellent
62351,Procurement,Region_15,Masters & Above,Male,Other,1,36,5,12,No,68,Excellent
68481,Technology,Region_5,Bachelors,Male,Sourcing,1,35,4,10,No,82,Excellent
55922,Analytics,Region_26,Bachelors,Female,Sourcing,2,28,3,5,No,84,Average
7910,Sales & Marketing,Region_2,Masters & Above,Male,Other,1,59,3,29,No,48,Average
40380,Finance,Region_11,Bachelors,Male,Other,1,32,3,7,No,68,Average
23191,Analytics,Region_15,Masters & Above,Male,Other,1,42,5,6,No,82,Excellent
28611,Sales & Marketing,Region_19,Bachelors,Male,Sourcing,1,31,1,4,No,51,Poor
32738,Technology,Region_14,Bachelors,Male,Other,1,38,3,10,No,81,Average
57093,Finance,Region_2,Bachelors,Male,Referred,1,28,5,3,No,57,Excellent
54255,Sales & Marketing,Region_26,Bachelors,Male,Sourcing,1,44,1,6,No,48,Poor
72770,Technology,Region_2,Masters & Above,Male,Other,2,39,3,4,No,76,Average
53415,Hr,Region_22,Bachelors,Male,Sourcing,1,28,3,1,No,49,Average
31838,Sales & Marketing,Region_15,Bachelors,Male,Sourcing,1,35,1,3,No,51,Poor
73898,Sales & Marketing,Region_2,Masters & Above,Female,Other,1,58,5,15,No,45,Excellent
41855,Operations,Region_31,Masters & Above,Female,Other,1,32,5,7,No,60,Excellent
42568,Technology,Region_29,Bachelors,Male,Sourcing,1,31,3,2,No,78,Average
18573,Finance,Region_11,Bachelors,Female,Other,1,31,3,5,No,61,Average
21490,Technology,Region_26,Bachelors,Male,Other,1,29,3,2,No,80,Average
45966,Sales & Marketing,Region_7,Masters & Above,Male,Sourcing,1,37,3,8,No,52,Average
30513,Operations,Region_19,Bachelors,Male,Other,1,31,3,6,No,66,Average
13461,Procurement,Region_2,Bachelors,Male,Other,1,34,4,4,No,72,Excellent
42861,Sales & Marketing,Region_9,Bachelors,Male,Sourcing,4,27,2,1,No,52,Poor
56942,Finance,Region_26,Bachelors,Male,Sourcing,1,28,1,2,No,61,Poor
1870,Sales & Marketing,Region_7,Masters & Above,Male,Other,2,55,3,4,No,91,Average
9147,Procurement,Region_22,Bachelors,Male,Other,1,40,3,2,Yes,70,Average
21487,Sales & Marketing,Region_7,Masters & Above,Male,Other,1,35,3,8,No,48,Average
76724,Analytics,Region_31,Bachelors,Male,Other,1,32,4,4,No,87,Excellent
22376,Sales & Marketing,Region_2,Bachelors,Male,Sourcing,2,30,3,4,No,49,Average
3967,Analytics,Region_29,Bachelors,Male,Other,1,29,3,2,No,82,Average
77014,Technology,Region_13,Bachelors,Female,Other,1,31,2,8,No,83,Poor
43590,Finance,Region_2,Bachelors,Male,Other,1,35,3,11,No,59,Average
24544,Sales & Marketing,Region_27,Bachelors,Male,Other,1,37,1,10,No,51,Poor
9617,Sales & Marketing,Region_7,Masters & Above,Male,Sourcing,2,36,3,4,No,49,Average
23322,Sales & Marketing,Region_28,Masters & Above,Male,Other,1,34,5,7,No,52,Excellent
22294,Hr,Region_23,Masters & Above,Male,Other,1,38,5,4,No,49,Excellent
70738,Technology,Region_7,Bachelors,Female,Other,1,42,3,5,No,80,Average
44520,Analytics,Region_2,Bachelors,Male,Other,2,26,2,3,No,82,Poor
18654,Operations,Region_13,Bachelors,Female,Sourcing,1,39,3,10,No,59,Average
65717,Operations,Region_7,Bachelors,Male,Sourcing,1,45,3,7,No,62,Average
19622,Legal,Region_2,Bachelors,Male,Other,1,52,3,9,No,57,Average
63621,Sales & Marketing,Region_27,Bachelors,Male,Other,1,29,4,6,No,52,Excellent
68819,Operations,Region_13,Bachelors,Male,Other,1,36,4,10,No,62,Excellent
55967,Operations,Region_11,Masters & Above,Female,Sourcing,1,35,5,7,No,56,Excellent
54047,Operations,Region_22,Bachelors,Female,Other,1,28,5,3,No,63,Excellent
44460,Technology,Region_16,Below Secondary,Female,Other,2,24,4,2,No,85,Excellent
25716,Operations,Region_13,Bachelors,Male,Other,1,36,3,3,No,61,Average
22550,Sales & Marketing,Region_2,Bachelors,Female,Sourcing,1,54,2,3,No,48,Poor
71476,Operations,Region_7,Bachelors,Female,Sourcing,1,40,3,13,No,57,Average
39924,Sales & Marketing,Region_7,Bachelors,Male,Other,2,44,5,8,No,49,Excellent
72359,Operations,Region_22,Bachelors,Male,Other,1,35,4,7,Yes,57,Excellent
15776,Procurement,Region_2,Masters & Above,Female,Other,1,34,3,7,No,66,Average
63131,Analytics,Region_27,Bachelors,Male,Other,2,41,3,6,No,86,Average
39209,Finance,Region_2,Masters & Above,Female,Sourcing,1,52,4,20,No,64,Excellent
73459,Technology,Region_22,Bachelors,Male,Other,2,30,4,5,No,85,Excellent
20592,Sales & Marketing,Region_34,Bachelors,Male,Sourcing,1,25,3,1,No,53,Average
27764,Sales & Marketing,Region_2,Bachelors,Female,Sourcing,1,55,3,11,No,50,Average
28696,R&D,Region_7,Masters & Above,Male,Other,4,36,3,3,No,85,Average
26492,Finance,Region_22,Bachelors,Female,Sourcing,1,27,1,4,No,59,Poor
52627,Technology,Region_2,Masters & Above,Male,Other,3,42,3,10,No,80,Average
25964,Technology,Region_2,Bachelors,Male,Other,1,50,5,18,No,80,Excellent
22310,Technology,Region_21,Bachelors,Female,Other,2,31,3,4,No,81,Average
35423,Sales & Marketing,Region_31,Masters & Above,Male,Sourcing,1,45,1,5,No,54,Poor
1150,Operations,Region_26,Bachelors,Female,Sourcing,1,28,5,4,No,54,Excellent
58374,Hr,Region_2,Below Secondary,Male,Sourcing,1,23,3,1,No,49,Average
77596,Sales & Marketing,Region_13,Bachelors,Male,Other,1,44,2,15,No,53,Poor
24170,Sales & Marketing,Region_2,Masters & Above,Female,Other,1,48,4,3,No,52,Excellent
48654,Operations,Region_2,Masters & Above,Male,Sourcing,1,42,3,16,No,60,Average
11195,Operations,Region_4,Bachelors,Female,Sourcing,1,36,5,7,No,70,Excellent
77454,Technology,Region_2,Bachelors,Female,Sourcing,1,35,3,8,No,72,Average
23311,Hr,Region_32,Bachelors,Female,Other,1,34,1,5,No,53,Poor
37785,Technology,Region_29,Bachelors,Male,Other,1,31,3,2,No,79,Average
43155,Sales & Marketing,Region_25,Bachelors,Male,Other,1,29,3,1,No,54,Average
32123,Sales & Marketing,Region_2,Masters & Above,Female,Sourcing,1,56,2,7,No,47,Poor
60514,Procurement,Region_16,Masters & Above,Female,Other,1,37,5,8,No,70,Excellent
20786,Operations,Region_2,Bachelors,Male,Sourcing,2,42,4,11,Yes,58,Excellent
48492,Hr,Region_13,Bachelors,Male,Other,1,35,5,5,No,51,Excellent
